age,gender,time_spent,PLATFORM,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car,demographics-PLATFORM
38,male,96:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Student,"$19,063",False,True,False,Sub_Urban-INSTAGRAM
22,female,72:00:00,INSTAGRAM,Travel,United States,Urban,Marketer Manager,"$10,834",False,True,True,Urban-INSTAGRAM
35,female,144:00:00,YOUTUBE,Travel,United States,Urban,Marketer Manager,"$19,110",True,True,False,Urban-YOUTUBE
45,non-binary,168:00:00,INSTAGRAM,Lifestlye,United States,Rural,Marketer Manager,"$11,724",False,True,True,Rural-INSTAGRAM
59,male,96:00:00,FACEBOOK,Sports,United Kingdom,Rural,Student,"$16,598",False,False,False,Rural-FACEBOOK
39,female,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Student,"$12,413",True,True,True,Rural-YOUTUBE
38,male,216:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Software Engineer,"$19,505",True,True,True,Sub_Urban-YOUTUBE
23,female,48:00:00,FACEBOOK,Sports,Australia,Rural,Software Engineer,"$15,993",False,False,False,Rural-FACEBOOK
18,male,72:00:00,INSTAGRAM,Lifestlye,United States,Urban,Software Engineer,"$14,498",False,False,False,Urban-INSTAGRAM
22,non-binary,120:00:00,YOUTUBE,Sports,Australia,Rural,Student,"$12,105",False,True,True,Rural-YOUTUBE
58,female,72:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$12,568",False,True,True,Rural-YOUTUBE
29,female,192:00:00,FACEBOOK,Travel,United States,Sub_Urban,Marketer Manager,"$19,330",True,False,True,Sub_Urban-FACEBOOK
43,male,192:00:00,FACEBOOK,Sports,United States,Sub_Urban,Marketer Manager,"$10,209",False,True,True,Sub_Urban-FACEBOOK
63,male,192:00:00,INSTAGRAM,Travel,Australia,Urban,Student,"$19,256",True,False,True,Urban-INSTAGRAM
51,female,216:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Software Engineer,"$14,911",True,True,True,Sub_Urban-YOUTUBE
31,non-binary,96:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$12,220",False,False,True,Rural-INSTAGRAM
43,male,120:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Student,"$10,233",False,False,False,Sub_Urban-INSTAGRAM
62,male,120:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Software Engineer,"$10,792",False,False,True,Urban-FACEBOOK
44,male,192:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Marketer Manager,"$13,110",True,True,False,Rural-YOUTUBE
26,female,168:00:00,YOUTUBE,Sports,United States,Urban,Software Engineer,"$12,166",True,True,False,Urban-YOUTUBE
43,female,216:00:00,YOUTUBE,Travel,United States,Sub_Urban,Student,"$18,526",True,True,True,Sub_Urban-YOUTUBE
64,female,192:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Software Engineer,"$19,551",True,True,True,Sub_Urban-FACEBOOK
39,female,48:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Student,"$15,193",False,False,False,Urban-FACEBOOK
64,non-binary,96:00:00,FACEBOOK,Travel,United States,Rural,Software Engineer,"$11,214",True,False,True,Rural-FACEBOOK
47,non-binary,144:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Marketer Manager,"$14,419",True,False,True,Sub_Urban-FACEBOOK
60,female,48:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Student,"$17,314",False,True,False,Sub_Urban-FACEBOOK
34,non-binary,168:00:00,YOUTUBE,Lifestlye,Australia,Rural,Student,"$18,475",True,True,False,Rural-YOUTUBE
43,male,72:00:00,INSTAGRAM,Sports,United States,Sub_Urban,Student,"$10,212",True,True,False,Sub_Urban-INSTAGRAM
53,male,72:00:00,YOUTUBE,Sports,United States,Urban,Software Engineer,"$11,658",False,False,True,Urban-YOUTUBE
18,male,48:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$15,024",True,True,True,Sub_Urban-INSTAGRAM
25,female,192:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Marketer Manager,"$19,609",True,True,False,Sub_Urban-FACEBOOK
52,male,144:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Student,"$15,917",True,False,True,Rural-INSTAGRAM
32,non-binary,24:00:00,YOUTUBE,Lifestlye,United States,Urban,Student,"$15,141",True,False,False,Urban-YOUTUBE
64,female,24:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$11,794",False,True,True,Rural-YOUTUBE
39,non-binary,168:00:00,INSTAGRAM,Sports,Australia,Sub_Urban,Software Engineer,"$15,988",True,False,False,Sub_Urban-INSTAGRAM
31,male,192:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Marketer Manager,"$18,296",False,True,True,Sub_Urban-FACEBOOK
43,male,120:00:00,FACEBOOK,Travel,Australia,Rural,Marketer Manager,"$15,578",True,False,False,Rural-FACEBOOK
45,male,120:00:00,YOUTUBE,Travel,United Kingdom,Rural,Software Engineer,"$15,551",False,False,True,Rural-YOUTUBE
40,female,96:00:00,INSTAGRAM,Lifestlye,Australia,Rural,Student,"$13,845",False,False,True,Rural-INSTAGRAM
31,non-binary,144:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$16,906",False,True,False,Urban-FACEBOOK
41,female,144:00:00,FACEBOOK,Lifestlye,United States,Sub_Urban,Software Engineer,"$10,378",True,True,True,Sub_Urban-FACEBOOK
19,female,72:00:00,YOUTUBE,Sports,United States,Rural,Software Engineer,"$13,293",True,True,True,Rural-YOUTUBE
62,male,216:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Student,"$13,329",True,False,False,Sub_Urban-FACEBOOK
43,female,168:00:00,INSTAGRAM,Travel,Australia,Urban,Software Engineer,"$14,808",False,False,True,Urban-INSTAGRAM
31,female,24:00:00,YOUTUBE,Travel,United States,Urban,Software Engineer,"$17,937",True,False,True,Urban-YOUTUBE
24,male,168:00:00,YOUTUBE,Travel,Australia,Urban,Marketer Manager,"$10,224",True,False,True,Urban-YOUTUBE
20,female,120:00:00,INSTAGRAM,Lifestlye,United Kingdom,Urban,Software Engineer,"$10,737",True,True,False,Urban-INSTAGRAM
64,male,120:00:00,YOUTUBE,Sports,United Kingdom,Sub_Urban,Software Engineer,"$10,235",True,True,False,Sub_Urban-YOUTUBE
40,male,48:00:00,FACEBOOK,Sports,United Kingdom,Urban,Marketer Manager,"$10,711",False,True,False,Urban-FACEBOOK
63,male,96:00:00,FACEBOOK,Travel,Australia,Urban,Student,"$15,988",False,False,False,Urban-FACEBOOK
60,male,144:00:00,INSTAGRAM,Travel,United States,Rural,Student,"$11,888",True,False,False,Rural-INSTAGRAM
64,female,168:00:00,FACEBOOK,Travel,Australia,Urban,Marketer Manager,"$17,173",True,True,True,Urban-FACEBOOK
62,male,120:00:00,INSTAGRAM,Travel,Australia,Rural,Marketer Manager,"$11,259",True,False,True,Rural-INSTAGRAM
35,male,216:00:00,INSTAGRAM,Sports,United States,Urban,Student,"$15,246",False,True,False,Urban-INSTAGRAM
55,female,72:00:00,FACEBOOK,Lifestlye,United States,Urban,Student,"$17,271",True,False,True,Urban-FACEBOOK
52,female,24:00:00,INSTAGRAM,Lifestlye,United States,Rural,Student,"$10,748",False,False,True,Rural-INSTAGRAM
32,non-binary,96:00:00,FACEBOOK,Lifestlye,United Kingdom,Urban,Student,"$13,551",False,True,True,Urban-FACEBOOK
42,female,216:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Student,"$16,400",True,True,True,Sub_Urban-YOUTUBE
54,female,96:00:00,YOUTUBE,Travel,United States,Sub_Urban,Marketer Manager,"$16,643",True,False,False,Sub_Urban-YOUTUBE
45,non-binary,48:00:00,INSTAGRAM,Travel,Australia,Urban,Software Engineer,"$18,701",True,True,False,Urban-INSTAGRAM
27,female,120:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Student,"$11,823",False,True,True,Sub_Urban-FACEBOOK
56,female,72:00:00,FACEBOOK,Lifestlye,United Kingdom,Rural,Student,"$16,852",False,False,True,Rural-FACEBOOK
34,female,216:00:00,YOUTUBE,Travel,United States,Urban,Software Engineer,"$17,777",True,False,False,Urban-YOUTUBE
56,female,96:00:00,YOUTUBE,Travel,United States,Urban,Software Engineer,"$14,232",False,False,True,Urban-YOUTUBE
39,non-binary,144:00:00,FACEBOOK,Sports,Australia,Rural,Software Engineer,"$16,519",True,True,True,Rural-FACEBOOK
43,female,48:00:00,INSTAGRAM,Sports,United States,Rural,Software Engineer,"$11,777",True,False,True,Rural-INSTAGRAM
61,female,144:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$11,222",False,False,False,Rural-YOUTUBE
42,non-binary,72:00:00,INSTAGRAM,Sports,United States,Urban,Software Engineer,"$17,630",False,False,False,Urban-INSTAGRAM
34,male,216:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$11,777",False,False,True,Rural-INSTAGRAM
30,non-binary,48:00:00,YOUTUBE,Travel,Australia,Rural,Software Engineer,"$19,496",False,False,True,Rural-YOUTUBE
37,male,216:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Software Engineer,"$17,490",True,True,True,Sub_Urban-INSTAGRAM
42,non-binary,120:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Marketer Manager,"$14,859",True,False,True,Sub_Urban-INSTAGRAM
21,non-binary,192:00:00,FACEBOOK,Travel,United Kingdom,Urban,Software Engineer,"$18,893",True,False,True,Urban-FACEBOOK
27,female,48:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Student,"$18,118",False,True,True,Sub_Urban-INSTAGRAM
20,male,144:00:00,FACEBOOK,Lifestlye,United States,Sub_Urban,Student,"$12,989",True,False,False,Sub_Urban-FACEBOOK
58,female,72:00:00,YOUTUBE,Travel,United Kingdom,Rural,Software Engineer,"$18,343",False,False,False,Rural-YOUTUBE
62,male,120:00:00,YOUTUBE,Sports,United Kingdom,Rural,Marketer Manager,"$11,325",False,True,True,Rural-YOUTUBE
35,non-binary,192:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Student,"$19,493",False,False,False,Sub_Urban-FACEBOOK
64,non-binary,24:00:00,YOUTUBE,Travel,United Kingdom,Sub_Urban,Marketer Manager,"$19,903",True,True,True,Sub_Urban-YOUTUBE
53,male,120:00:00,INSTAGRAM,Sports,Australia,Sub_Urban,Student,"$15,127",False,False,True,Sub_Urban-INSTAGRAM
64,female,72:00:00,INSTAGRAM,Lifestlye,United States,Urban,Software Engineer,"$18,998",False,True,False,Urban-INSTAGRAM
39,female,96:00:00,INSTAGRAM,Travel,Australia,Urban,Marketer Manager,"$12,722",False,True,False,Urban-INSTAGRAM
51,female,48:00:00,YOUTUBE,Travel,United Kingdom,Urban,Marketer Manager,"$14,656",False,False,True,Urban-YOUTUBE
64,female,216:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Marketer Manager,"$11,325",False,True,True,Sub_Urban-INSTAGRAM
25,non-binary,72:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Student,"$14,133",False,True,False,Sub_Urban-YOUTUBE
57,non-binary,48:00:00,INSTAGRAM,Sports,United States,Urban,Student,"$19,351",False,False,False,Urban-INSTAGRAM
61,non-binary,216:00:00,FACEBOOK,Lifestlye,United States,Urban,Student,"$12,869",False,False,True,Urban-FACEBOOK
36,non-binary,168:00:00,YOUTUBE,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,"$11,242",False,True,True,Sub_Urban-YOUTUBE
59,non-binary,144:00:00,YOUTUBE,Lifestlye,United States,Rural,Student,"$18,539",False,False,True,Rural-YOUTUBE
58,female,24:00:00,INSTAGRAM,Sports,United Kingdom,Urban,Software Engineer,"$11,831",False,True,False,Urban-INSTAGRAM
54,female,120:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Marketer Manager,"$11,569",False,True,True,Sub_Urban-YOUTUBE
23,female,72:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Marketer Manager,"$17,246",True,False,False,Sub_Urban-YOUTUBE
43,female,24:00:00,FACEBOOK,Sports,United States,Rural,Software Engineer,"$11,918",True,False,True,Rural-FACEBOOK
51,non-binary,96:00:00,FACEBOOK,Lifestlye,Australia,Sub_Urban,Student,"$16,416",False,True,False,Sub_Urban-FACEBOOK
62,non-binary,48:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Software Engineer,"$13,232",False,False,False,Sub_Urban-INSTAGRAM
23,non-binary,48:00:00,FACEBOOK,Sports,United States,Urban,Marketer Manager,"$13,758",False,False,False,Urban-FACEBOOK
54,male,72:00:00,INSTAGRAM,Travel,Australia,Urban,Marketer Manager,"$15,997",True,True,False,Urban-INSTAGRAM
50,female,192:00:00,INSTAGRAM,Sports,United States,Rural,Software Engineer,"$12,355",True,True,True,Rural-INSTAGRAM
39,female,192:00:00,INSTAGRAM,Lifestlye,United States,Rural,Student,"$19,589",True,True,False,Rural-INSTAGRAM
38,non-binary,168:00:00,YOUTUBE,Lifestlye,Australia,Sub_Urban,Student,"$11,824",False,True,False,Sub_Urban-YOUTUBE
23,female,144:00:00,FACEBOOK,Lifestlye,Australia,Urban,Software Engineer,"$17,280",False,True,False,Urban-FACEBOOK
23,female,216:00:00,INSTAGRAM,Sports,United Kingdom,Rural,Software Engineer,"$14,060",False,True,True,Rural-INSTAGRAM
21,non-binary,96:00:00,FACEBOOK,Lifestlye,Australia,Rural,Student,"$15,324",False,False,True,Rural-FACEBOOK
47,male,24:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$10,404",True,True,True,Rural-INSTAGRAM
28,male,192:00:00,FACEBOOK,Sports,Australia,Sub_Urban,Software Engineer,"$11,721",False,False,True,Sub_Urban-FACEBOOK
47,male,168:00:00,FACEBOOK,Travel,United States,Urban,Student,"$15,316",True,False,True,Urban-FACEBOOK
48,non-binary,168:00:00,INSTAGRAM,Travel,Australia,Rural,Student,"$13,845",True,True,True,Rural-INSTAGRAM
41,female,72:00:00,YOUTUBE,Lifestlye,United States,Urban,Marketer Manager,"$14,210",False,False,False,Urban-YOUTUBE
26,non-binary,96:00:00,FACEBOOK,Sports,United States,Rural,Marketer Manager,"$10,064",True,True,False,Rural-FACEBOOK
20,non-binary,216:00:00,YOUTUBE,Lifestlye,United States,Rural,Marketer Manager,"$19,491",True,False,False,Rural-YOUTUBE
48,female,144:00:00,YOUTUBE,Sports,United Kingdom,Urban,Marketer Manager,"$16,382",True,True,True,Urban-YOUTUBE
57,male,120:00:00,INSTAGRAM,Sports,Australia,Urban,Marketer Manager,"$19,607",True,True,False,Urban-INSTAGRAM
54,male,72:00:00,INSTAGRAM,Travel,United States,Urban,Software Engineer,"$10,968",False,True,False,Urban-INSTAGRAM
53,non-binary,216:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Student,"$10,368",False,True,True,Sub_Urban-INSTAGRAM
41,male,120:00:00,FACEBOOK,Sports,United Kingdom,Rural,Software Engineer,"$18,424",True,False,False,Rural-FACEBOOK
48,non-binary,120:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Software Engineer,"$12,242",False,False,True,Sub_Urban-INSTAGRAM
23,non-binary,96:00:00,INSTAGRAM,Travel,Australia,Urban,Software Engineer,"$15,002",True,False,False,Urban-INSTAGRAM
19,female,96:00:00,FACEBOOK,Lifestlye,United Kingdom,Rural,Software Engineer,"$13,083",False,False,True,Rural-FACEBOOK
37,female,24:00:00,FACEBOOK,Travel,United Kingdom,Sub_Urban,Software Engineer,"$18,073",False,False,True,Sub_Urban-FACEBOOK
45,female,168:00:00,INSTAGRAM,Travel,Australia,Rural,Marketer Manager,"$19,112",False,True,True,Rural-INSTAGRAM
28,non-binary,216:00:00,INSTAGRAM,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,"$18,880",False,True,False,Sub_Urban-INSTAGRAM
21,female,72:00:00,INSTAGRAM,Travel,Australia,Urban,Student,"$11,469",False,True,False,Urban-INSTAGRAM
32,male,48:00:00,INSTAGRAM,Travel,Australia,Sub_Urban,Software Engineer,"$14,725",True,True,True,Sub_Urban-INSTAGRAM
23,male,72:00:00,YOUTUBE,Lifestlye,United States,Rural,Student,"$14,259",False,True,True,Rural-YOUTUBE
47,non-binary,24:00:00,YOUTUBE,Travel,United States,Rural,Marketer Manager,"$13,622",True,False,False,Rural-YOUTUBE
55,non-binary,144:00:00,INSTAGRAM,Travel,Australia,Rural,Marketer Manager,"$10,823",True,True,False,Rural-INSTAGRAM
19,female,168:00:00,YOUTUBE,Travel,Australia,Rural,Marketer Manager,"$13,431",False,True,True,Rural-YOUTUBE
32,non-binary,48:00:00,FACEBOOK,Lifestlye,Australia,Urban,Software Engineer,"$16,528",True,False,False,Urban-FACEBOOK
28,non-binary,192:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Software Engineer,"$14,151",False,False,False,Sub_Urban-YOUTUBE
25,male,144:00:00,YOUTUBE,Lifestlye,Australia,Urban,Marketer Manager,"$14,213",True,True,False,Urban-YOUTUBE
43,male,96:00:00,INSTAGRAM,Sports,Australia,Urban,Student,"$17,420",True,True,True,Urban-INSTAGRAM
62,female,120:00:00,YOUTUBE,Travel,United Kingdom,Urban,Student,"$18,989",False,False,True,Urban-YOUTUBE
61,non-binary,192:00:00,YOUTUBE,Sports,Australia,Rural,Marketer Manager,"$10,779",False,True,False,Rural-YOUTUBE
22,non-binary,72:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Student,"$12,892",False,True,True,Rural-YOUTUBE
23,male,72:00:00,YOUTUBE,Lifestlye,United Kingdom,Rural,Marketer Manager,"$15,534",False,True,False,Rural-YOUTUBE
43,non-binary,96:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Student,"$13,306",True,False,False,Sub_Urban-FACEBOOK
21,male,24:00:00,INSTAGRAM,Sports,Australia,Rural,Marketer Manager,"$12,902",False,True,True,Rural-INSTAGRAM
36,female,216:00:00,INSTAGRAM,Travel,United Kingdom,Sub_Urban,Student,"$13,718",True,True,True,Sub_Urban-INSTAGRAM
37,male,192:00:00,FACEBOOK,Travel,United Kingdom,Rural,Software Engineer,"$10,021",True,False,True,Rural-FACEBOOK
50,non-binary,192:00:00,YOUTUBE,Lifestlye,Australia,Rural,Marketer Manager,"$11,500",True,False,False,Rural-YOUTUBE
37,female,144:00:00,FACEBOOK,Sports,Australia,Urban,Marketer Manager,"$19,034",True,False,False,Urban-FACEBOOK
29,male,168:00:00,YOUTUBE,Sports,United Kingdom,Urban,Student,"$19,952",True,True,True,Urban-YOUTUBE
64,male,144:00:00,FACEBOOK,Sports,United Kingdom,Urban,Marketer Manager,"$13,641",True,False,True,Urban-FACEBOOK
18,female,216:00:00,INSTAGRAM,Sports,United Kingdom,Sub_Urban,Marketer Manager,"$15,212",False,True,True,Sub_Urban-INSTAGRAM
43,female,72:00:00,INSTAGRAM,Travel,United States,Sub_Urban,Marketer Manager,"$10,191",True,False,False,Sub_Urban-INSTAGRAM
31,male,72:00:00,INSTAGRAM,Travel,United Kingdom,Rural,Software Engineer,"$18,587",True,True,False,Rural-INSTAGRAM
55,non-binary,72:00:00,YOUTUBE,Lifestlye,United States,Sub_Urban,Software Engineer,"$17,174",True,False,False,Sub_Urban-YOUTUBE
54,male,72:00:00,YOUTUBE,Travel,Australia,Rural,Student,"$15,114",False,True,True,Rural-YOUTUBE
28,female,216:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Software Engineer,"$14,662",False,True,True,Sub_Urban-FACEBOOK
53,male,96:00:00,FACEBOOK,Lifestlye,United Kingdom,Sub_Urban,Student,"$14,326",True,False,False,Sub_Urban-FACEBOOK
30,female,168:00:00,INSTAGRAM,Lifestlye,Australia,Sub_Urban,Software Engineer,"$19,065",False,False,True,Sub_Urban-INSTAGRAM
60,female,216:00:00,YOUTUBE,Lifestlye,Australia,Urban,Student,"$14,335",True,True,True,Urban-YOUTUBE
20,non-binary,168:00:00,FACEBOOK,Travel,Australia,Sub_Urban,Software Engineer,"$18,281",False,False,True,Sub_Urban-FACEBOOK
50,female,216:00:00,YOUTUBE,Travel,Australia,Urban,Software Engineer,"$18,648",True,True,True,Urban-YOUTUBE
23,female,72:00:00,YOUTUBE,Lifestlye,United States,Urban,Student,"$19,196",False,False,False,Urban-YOUTUBE
27,non-binary,96:00:00,INSTAGRAM,Lifestlye,United States,Sub_Urban,Marketer Manager,"$15,494",False,False,True,Sub_Urban-INSTAGRAM
22,female,192:00:00,INSTAGRAM,Lifestlye,United Kingdom,Rural,Marketer Manager,"$18,536",False,True,False,Rural-INSTAGRAM
40,non-binary,144:00:00,YOUTUBE,Travel,United Kingdom,Rural,Software Engineer,"$12,711",True,False,False,Rural-YOUTUBE
27,non-binary,120:00:00,YOUTUBE,Travel,United Kingdom,Rural,Student,"$17,595",True,False,True,Rural-YOUTUBE
61,female,96:00:00,YOUTUBE,Sports,Australia,Sub_Urban,Marketer Manager,"$16,273",True,True,False,Sub_Urban-YOUTUBE
19,female,192:00:00,YOUTUBE,Travel,Australia,Rural,Student,"$16,284",False,True,False,Rural-YOUTUBE
